,Unnamed: 0,tweets_id,text,author_id,username,user_created_time,user_location,user_name,user_description,geo_place_id,geo_country_code,geo_place_type,geo_full_name,geo_bbox,geo_country,geo_name,date,text_clean,classification_labels,cluster_labels
0,0,810640210144952320,"...this time casting Trump as an oblivious, unwitting tool of Vladimir Putin on #SNL...",1871985608,elaine_peake,2013-09-16T15:06:35.000Z,United States,THE KABOOM BOYS,A tension-filled untold true WW II tale of Bomb Disposal Captain Edward Hume + his squad of misfits who find they feel more alive the closer they come to death.,00ab941b685334e3,US,city,"Nashville, TN","[-87.022482, 35.9945681, -86.560616, 36.405448]",Etats-Unis,Nashville,2016-12-19,time cast trump oblivi unwit tool vladimir putin snl,2,17
1,2,810640186992369664,"Yup, @RWPUSA and I have been kvetching for months but too few listened before , see e.g. r   politico piece https://t.co/idizSVDPSu https://t.co/lajuKVslGN",1965420800,NormEisen,2013-10-16T19:47:36.000Z,"Washington, DC",Norm Eisen,Senior Fellow @brookingsgov. Chair @statesunited. Legal Analyst @cnn. Tweets are my own views only. Seriously.,01fbe706f872cb32,US,city,"Washington, DC","[-77.119401, 38.801826, -76.909396, 38.9953797]",Etats-Unis,Washington,2016-12-19,yup kvetch month listen see eg r politico piec,1,41
2,3,810640166968770560,"🚂🇺🇸★Donald Trump★🇺🇸

🚂🇺🇸★https://t.co/fCDUGWP3uS 8pm Pst

🚂🇺🇸★Patriots #MAGA Boycott #MSM FakeNews★🇺🇸

@House_Insider @chiefragingbull https://t.co/TNwdBTDGOf",525641456,CarolHello1,2012-03-15T18:50:27.000Z,Vermont❀◄★►❀Conservative,Carol★Hello,.•°★Constitution★°•. #Military #RonaldReagan #ClarenceThomas #AntoninScalia #SeanHannity #TeaParty #AndrewBreitbart Cheerful★Blessings,9aa25269f04766ab,US,admin,"Vermont, USA","[-73.437741, 42.726853, -71.464604, 45.01666]",Etats-Unis,Vermont,2016-12-19,donald trump 8pm pst patriot maga boycott msm fakenew,2,36
3,4,810640147960176644,"When Putin no longer has any use for Trump, reality will intercede. https://t.co/aH8ZkdBJ9j",39893,mariecarnes,2006-12-04T04:25:52.000Z,"Springfield, Illinois",Marie Carnes 🌻,"Back alley legal secretary (retired).
Prone to tweeting song lyrics that relate to something you tweeted.
Photos (c) me unless otherwise obvious.",ce1765e3abafe93e,US,city,"Springfield, IL","[-89.7731855, 39.673272, -89.546193, 39.87542]",Etats-Unis,Springfield,2016-12-19,putin longer use trump realiti interced,2,17
4,5,810640143480659968,"Each state only gets one vote. Since Donald Trump carried 30 states, he would get 30 votes! Politicians like to get reelected!🇺🇸 https://t.co/lmdhgO7SDh",530816923,Devine71Mike,2012-03-20T01:52:16.000Z,greenwich,Michael B. Devine,"I call it the way I see it. If I don't see it, I make it up. Brother #DeltaChi frat! I FOLLOW BACK! #Bitcoin #Ethereum #Litecoin US NAVY Disabled Veteran",a307591cd0413588,US,city,"Buffalo, NY","[-78.912276, 42.826008, -78.79485, 42.966451]",Etats-Unis,Buffalo,2016-12-19,state get one vote sinc donald trump carri 30 state would get 30 vote politician like get reelect,1,40
5,6,810640134366494721,Good thing Trump is bringing coal back and repealing Obamacare. Just in time for these miners https://t.co/jnXAMyB0qn,28983417,nuestrasalud,2009-04-05T13:01:15.000Z,"Providence, RI","Pablo Rodriguez, MD","Physician, reproductive rights warrior, Latino activist and relentless surveyor of the truth. Talk show host for 20 years",6d50765616ee2e60,US,admin,"Rhode Island, USA","[-71.907259, 41.095834, -71.088567, 42.018808]",Etats-Unis,Rhode Island,2016-12-19,good thing trump bring coal back repeal obamacar time miner,1,9
6,7,810640132604915712,@DebraMessing Well I tried because I want to learn. I voted Trump but I am not a racist or misogynist. Really wanted to discuss. #KThxBai,355072724,autodetailer66,2011-08-14T19:48:02.000Z,"Lafayette, IN.",Mike Richards,Love my family and friends. Love #NASCAR. Own and operate an auto accessory company. #BoilerUP!,1010ecfa7d3a40f8,US,admin,"Indiana, USA","[-88.097892, 37.771743, -84.78458, 41.761368]",Etats-Unis,Indiana,2016-12-19,well tri want learn vote trump racist misogynist realli want discuss kthxbai,1,33
7,9,810640002547937280,Trump has promised to act as an authoritarian. We must stop him. #NOFACISTUSA,339401811,MJqqq,2011-07-21T01:49:45.000Z,NewYork,mj,"Remember: 8 senators & 139 reps voted to overturn our democracy.  
Imprison traitors, seditionists, insurrectionists.
Stand with Ukraine",01a9a39529b27f36,US,city,"Manhattan, NY","[-74.026675, 40.683935, -73.910408, 40.877483]",Etats-Unis,Manhattan,2016-12-19,trump promis act authoritarian must stop nofacistusa,2,23
8,11,810639925427269632,Tillerson directs a US-Russian oil company in the tax haven Bahamas  https://t.co/toFlLDFtEg @MailOnline,190799144,farrarpjoy,2010-09-14T21:34:17.000Z,"Long Beach, CA",Pjoyfarrar🌊🌊,social worker Dave Grohls soul mate..No he doesn’t have a clue. MY PRESIDENT BARACK OBAMA!#MakeChesterProud,00ab941b685334e3,US,city,"Nashville, TN","[-87.022482, 35.9945681, -86.560616, 36.405448]",Etats-Unis,Nashville,2016-12-19,tillerson direct usrussian oil compani tax bahama,2,17
9,12,810639911883800576,@CNN whose attention do we have to get to demand responsibility from Trump as an American. Russia? His Family? Businesses? His MOUTH????,76545064,orrip,2009-09-23T03:20:59.000Z,"CT, USA",Eileen Pirro,Humanitarian,01205ca7701fe20e,US,city,"Fairfield, CT","[-73.338573, 41.117308, -73.21772, 41.231989]",Etats-Unis,Fairfield,2016-12-19,whose attent get demand trump american russia famili busi mouth,2,21
10,13,810639897807777793,"@ABFalecbaldwin @newyorkpost Trump is shirtless Putin’s pawn on ‘SNL’ by David K. Li - ""Saturday Night Live” skewered Donald Trump, again...",1871985608,elaine_peake,2013-09-16T15:06:35.000Z,United States,THE KABOOM BOYS,A tension-filled untold true WW II tale of Bomb Disposal Captain Edward Hume + his squad of misfits who find they feel more alive the closer they come to death.,00ab941b685334e3,US,city,"Nashville, TN","[-87.022482, 35.9945681, -86.560616, 36.405448]",Etats-Unis,Nashville,2016-12-19,trump shirtless putin pawn snl david k li saturday night live skewer donald trump,0,17
11,14,810639862558814208,@realDonaldTrump hillary won by 2.86 million votes! U encourage violence! https://t.co/SERdEliIel,297098523,LoriHartnett,2011-05-11T22:56:08.000Z,USA in your head,NOTLoriHartnett,Figment of ur Cyber imagination & Cyber version of a reality. All expressions&opinions are my own. Of course facts are facts!,5635c19c2b5078d1,US,admin,"Virginie, USA","[-83.67529, 36.540739, -75.16644, 39.466012]",Etats-Unis,Virginie,2016-12-19,hillari 286 million vote u encourag violenc,1,32
12,15,810639862290268160,2016 is the year of EVERYBODY being scorned and called terrible names. Basically thanks to Trump. https://t.co/ei8IuoJ78h,17875715,jendaviswilson,2008-12-04T19:28:32.000Z,"Mountain View, CA",Fionna / Jen Davis-Wilson,"Co-founder of @StudioCyFi,  VR Tech Artist,  @VRCPrefabs Admin.  Fionna in VRChat Fionna#5639 discord
Passionate about creating VR experiences!",b19a2cc5134b7e0a,US,city,"Mountain View, CA","[-122.117916, 37.3567709, -122.044969, 37.436935]",Etats-Unis,Mountain View,2016-12-19,2016 year everybodi scorn call terribl name basic thank trump,2,44
13,16,810639855256367104,"These last ditch effort from the dems they need to come to reality realize we have a new president coming in his name is Donald J Trump,🇺🇸🇺🇸",798837301778391041,PallanEdward,2016-11-16T10:37:09.000Z,n.babylon NY,No man left behind,biker like PPL I hate weak people won't stand up for themselves PPL talk crap I carried Fallen Soldiers on my back and yet PPL cntry  saw massive casualtie hvu?,cf5cbd3e5ac10c97,US,city,"Mastic Beach, NY","[-72.872086, 40.739538, -72.810871, 40.781653]",Etats-Unis,Mastic Beach,2016-12-19,last ditch effort dem need come realiti realiz new presid come name donald j trump,2,16
14,19,810639746762440704,And I thank you Mr. Trump for taking time off to save our country. God Bless and Merry Christmas https://t.co/TS1DRSpv4f,355000356,ShawnGreer2,2011-08-14T17:19:24.000Z,Etats-Unis,Shawn Greer,"God, country, and family.🇺🇸🇺🇸Support our President, Mr. Trump from the get go. Love the whole Trump family. God Bless America!🇺🇸🇺🇸🇺🇸🇺🇸",488da0de4c92ac8e,US,city,"Plano, TX","[-96.85743, 32.9971507, -96.612371, 33.1253341]",Etats-Unis,Plano,2016-12-19,thank mr trump take time save countri god bless merri christma,1,39
15,20,810639721890070528,"trump declares war on environment w/his old white angry kalcified kabinet kronies so they can feel superior again.

https://t.co/t8Sk5Qem4A",17979038,ct_la,2008-12-09T00:48:31.000Z,"Los Angeles, CA",Claudia🌴🦦🌵🇺🇦,"Cultural linguist | Psychologist | Enby | Polyam | Polyglot | Sci-fi | Space fan | 日本語 | Ferrets & otters

she/they

🖖⚧🏳️‍🌈🇺🇸🇩🇪🇪🇺🌍🔭🛰🚀🌌",3b77caf94bfc81fe,US,city,"Los Angeles, CA","[-118.668404, 33.704538, -118.155409, 34.337041]",Etats-Unis,Los Angeles,2016-12-19,trump declar war environ whi old white angri kalcifi kabinet kroni feel superior,1,37
16,21,810639680999923712,"@mbkingsley333 @SopanDeb @AnnieSage #Trump won, in large part, because almost half the country DOES think only they are the “real” America.",326945633,GrayShadowTech,2011-06-30T19:01:27.000Z,The Wilderness of New Jersey,Steve Seidler,"Multimedia Tech, Sci-Fi and Animation Fan. Go Asimov and Otomo!",ddb8d4604913e863,US,city,"Plymouth Meeting, PA","[-75.305233, 40.088703, -75.260411, 40.131966]",Etats-Unis,Plymouth Meeting,2016-12-19,trump larg part almost half countri think real america,2,48
17,23,810639577329364993,@august_ishani @1jean_em @amjoyshow @MSNBC All the worlds a stage Wrote Shakespeare but he had No Trump Nightmare in mind 🎭🎪,3485382014,janet_yackle,2015-09-07T20:21:17.000Z,"Minneapolis, MN",Janet Yackle,"Work Hard Everyday! Love the Arts, MN Twins Baseball ‘Resistor’ 🇺🇸Grad: Bemidji State University",464221381fb3f7c1,US,city,"St Louis Park, MN","[-93.410573, 44.919577, -93.328414, 44.978557]",Etats-Unis,St Louis Park,2016-12-19,world stage wrote shakespear trump nightmar mind,2,50
18,24,810639522082000896,"@BecketAdams
Holy Hell, these degenerates usually wouldn't be given airtime but media has an ""Era of Trump"" narrative to promote.",2267598355,dempstermd,2013-12-29T16:15:27.000Z,"Utah, USA",Matthew D. Dempster,"I sell gas. Sometimes I have good ideas. Most of the time I do not. Politics, Pop Culture, and Performance Cars. Southerner out West.",72ac303c0e608f71,US,city,"St George, UT","[-113.6418051, 37.021646, -113.5137264, 37.149517]",Etats-Unis,St George,2016-12-19,holi hell degener usual would given airtim media era trump narr promot,1,22
19,25,810639512447713280,"@ShaunKing @Cameron  what most ppl are missing is Trump didn't create the brokenness, everything before did.",60696595,PTNickB,2009-07-27T20:11:56.000Z, Everywhere,Nicholas Barrett,Pastor/ Speaker/ Diversity and Inclusion/ Author / Host Of New Dimensions https://t.co/xg047tiYTf…,3b77caf94bfc81fe,US,city,"Los Angeles, CA","[-118.668404, 33.704538, -118.155409, 34.337041]",Etats-Unis,Los Angeles,2016-12-19,ppl miss trump creat broken everyth,2,36
20,26,810639488640839680,"People's exhibit ""D"": #Trump #boguspotus https://t.co/uhtsezww2N",1682012622,JDemocrats,2013-08-19T01:24:16.000Z,"Jackson County, Florida",JDemocrats,"Independent advocate for Democratic values, principles and ideas from the perspective of a senior in the wilds of the Florida Panhandle. https://t.co/xxIbFcE8lX",4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2016-12-19,peopl exhibit trump boguspotu,2,3
21,27,810639429920587777,@realDonaldTrump https://t.co/SERdEliIel u taught them well!,297098523,LoriHartnett,2011-05-11T22:56:08.000Z,USA in your head,NOTLoriHartnett,Figment of ur Cyber imagination & Cyber version of a reality. All expressions&opinions are my own. Of course facts are facts!,5635c19c2b5078d1,US,admin,"Virginie, USA","[-83.67529, 36.540739, -75.16644, 39.466012]",Etats-Unis,Virginie,2016-12-19,u taught well,2,52
22,28,810639398555570176,"@Kaladious @mannreagan 
So many people just didn't like him for whatever reason.  I had never paid any attention to him.  But Trump is real.",147248694,misstozak,2010-05-23T16:16:40.000Z,The Sunshine State,THE Book Goddess,"Former Bookstore Owner
#ReadMoreBooks!
#HireMeNow!
THEBookGoddess on Gettr!
Please visit my eBay store!
https://t.co/AS2UrdVy8N",4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2016-12-19,mani peopl like whatev reason never paid attent trump real,2,29
23,29,810639384122970113,"@activist360 Long after Trump is dead, Ivanka's gonna spill the beans on the full extent of their relationship...",1556620338,monolithic87,2013-06-29T22:18:11.000Z,Illadelph,モノリシック,"I collect works of art, tweet about politics & whatnot.",e4a0d228eb6be76b,US,city,"Philadelphia, PA","[-75.280284, 39.871811, -74.955712, 40.13792]",Etats-Unis,Philadelphia,2016-12-19,long trump dead ivanka gon na spill bean full extent relationship,2,16
24,30,810639347066224640,BREAKING: Obama Attempting To SUSPEND The Presidential Election To Help Hillary https://t.co/oHBgEkSnPo via @usheraldnews,788793122973061120,VitaBarretto,2016-10-19T17:25:10.000Z,"Florida, USA",Vita Barretto,#Election2016 #Election2016 #Election2016 #Election2016 #Election2016 Gov Officials & Agencies Business & Finance News Arts & Culture Design & Architecture News,4ec01c9dbc693497,US,admin,"Florida, USA","[-87.634643, 24.396308, -79.974307, 31.001056]",Etats-Unis,Florida,2016-12-19,break obama attempt suspend presidenti elect help hillari via,2,18
25,31,810639324475703297,@realDonaldTrump WHAT ARE YOU TALKING ABOUT? Many of your supporters have been harassing others IN YOUR NAME since election. #UNPRESEDENTIAL,389099210,sempervigilius,2011-10-11T21:16:35.000Z,San Francisco,Michael Doran,"Bootstrapping co-founder of @team_sourced, husband, father of 3. I’m a human being who’s had off days and made mistakes. I believe our best days are to come.",d49a48f3c233112c,US,city,"Brentwood, CA","[-121.754989, 37.891224, -121.677919, 37.971552]",Etats-Unis,Brentwood,2016-12-19,talk mani support harass other name sinc elect,2,2
26,32,810639286156529664,"@NewRepublic No Schadenfreude here, Trump voters have put my physical &amp; financial health in peril. If they suffer, so be it. Fuck 'em.",17912968,hilldoc,2008-12-06T01:00:57.000Z,Massachusetts,Prove it!,He's such an idiot.,67b98f17fdcf20be,US,city,"Boston, MA","[-71.191421, 42.227797, -70.986004, 42.399542]",Etats-Unis,Boston,2016-12-19,schadenfreud trump voter put physic amp financi health peril suffer fuck em,0,46
27,33,810639201247051776,Last minute effort to sway Oklahoma electors away from a vote for Trump. Hear if it will change their minds on @NEWS9 at 10! https://t.co/ZZRjOEMR3q,1528424551,JMitchellNews9,2013-06-18T17:50:54.000Z,"Oklahoma City, OK",Jessi Mitchell,Reporter at KWTV News 9 in OKC,9531d4e3bbafc09d,US,city,"Oklahoma City, OK","[-97.768683, 35.290722, -97.335639, 35.674965]",Etats-Unis,Oklahoma City,2016-12-19,last minut effort sway oklahoma elector away vote trump hear chang mind 10,2,53
28,35,810639161065607168,"@PeskyVarmt Old news, nobody cared then, nobody cares now. Wait, is a UK news paper trying to influence the US election? Bomb them.",4070295814,Bill_Crowder_,2015-10-29T20:32:22.000Z,"French Lick, IN",Bill Crowder,"I am not Democrat, Republican or Libertarian. I support common sense and the 1st and 2nd Amendments. My opinions are my own.",1010ecfa7d3a40f8,US,admin,"Indiana, USA","[-88.097892, 37.771743, -84.78458, 41.761368]",Etats-Unis,Indiana,2016-12-19,old news nobodi care nobodi care wait uk news paper tri influenc us elect bomb,1,28
